geometry,x,y,sample_id,assigned_file
POINT (1969241.813 7683753.132),1969241.813,7683753.132,3639,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1639840.489 7116641.02),1639840.489,7116641.02,3640,/home/grace/FloodFiles/FPR12Bldgs_SVI_Pop_Feb2025.gdb
POINT (1994650.184 7482665.925),1994650.184,7482665.925,3641,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1470569.883 7257943.43),1470569.883,7257943.43,3642,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1565167.647 7560803.274),1565167.647,7560803.274,3643,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1927760.376 7485218.01),1927760.376,7485218.01,3644,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1807197.6 7608374.598),1807197.6,7608374.598,3645,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1416158.157 7472342.108),1416158.157,7472342.108,3646,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1405804.1 7969415.845),1405804.1,7969415.845,3647,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1975055.323 7387023.243),1975055.323,7387023.243,3648,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1521431.73 7296058.047),1521431.73,7296058.047,3649,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1260096.861 7463906.713),1260096.861,7463906.713,3650,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1640565.828 7770816.146),1640565.828,7770816.146,3651,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1361171.096 7477467.164),1361171.096,7477467.164,3652,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1896358.683 7442873.154),1896358.683,7442873.154,3653,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1682928.764 7430461.164),1682928.764,7430461.164,3654,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1642344.914 7553409.152),1642344.914,7553409.152,3655,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1017721.777 7516459.145),1017721.777,7516459.145,3656,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1631240.008 7334884.132),1631240.008,7334884.132,3657,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1645092.255 7400676.714),1645092.255,7400676.714,3658,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1658302.977 6976320.611),1658302.977,6976320.611,3659,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1460819.981 7721909.694),1460819.981,7721909.694,3660,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1272490.484 7762478.984),1272490.484,7762478.984,3661,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1577179.419 7548863.176),1577179.419,7548863.176,3662,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1545005.892 7058428.962),1545005.892,7058428.962,3663,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1261959.238 7647609.2),1261959.238,7647609.2,3664,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1108963.329 7359880.199),1108963.329,7359880.199,3665,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1184357.792 7313219.293),1184357.792,7313219.293,3666,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1357546.884 7767909.849),1357546.884,7767909.849,3667,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1632046.606 7012098.455),1632046.606,7012098.455,3668,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1451202.456 8012259.734),1451202.456,8012259.734,3669,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1651525.55 7528950.254),1651525.55,7528950.254,3670,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1172162.947 7542013.127),1172162.947,7542013.127,3671,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1978394.219 7435201.529),1978394.219,7435201.529,3672,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1422427.153 7325588.868),1422427.153,7325588.868,3673,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1709026.61 6925162.072),1709026.61,6925162.072,3674,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1163386.885 7489876.109),1163386.885,7489876.109,3675,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1133744.334 7334500.16),1133744.334,7334500.16,3676,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1169813.597 7531390.475),1169813.597,7531390.475,3677,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1509211.503 7459324.767),1509211.503,7459324.767,3678,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1106443.671 7255756.32),1106443.671,7255756.32,3679,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1178250.071 7273151.355),1178250.071,7273151.355,3680,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1118314.349 7257384.229),1118314.349,7257384.229,3681,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1742788.925 7403497.718),1742788.925,7403497.718,3682,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1595632.514 7616538.849),1595632.514,7616538.849,3683,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1945131.825 7448395.447),1945131.825,7448395.447,3684,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1187839.731 7268313.567),1187839.731,7268313.567,3685,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1565271.171 7756066.363),1565271.171,7756066.363,3686,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1829025.829 7487168.793),1829025.829,7487168.793,3687,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1899206.369 7713573.682),1899206.369,7713573.682,3688,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1427785.351 7950003.816),1427785.351,7950003.816,3689,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1226494.721 7657190.04),1226494.721,7657190.04,3690,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1905039.232 7213024.38),1905039.232,7213024.38,3691,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1258440.335 8026407.539),1258440.335,8026407.539,3692,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1742830.344 7613168.06),1742830.344,7613168.06,3693,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1486676.439 7165338.24),1486676.439,7165338.24,3694,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1889955.71 7278070.086),1889955.71,7278070.086,3695,/home/grace/FloodFiles/FPR06Bldgs_SVI_Pop_Feb2025.gdb
POINT (1889614.731 7675362.133),1889614.731,7675362.133,3696,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1984432.929 7249409.226),1984432.929,7249409.226,3697,/home/grace/FloodFiles/FPR06Bldgs_SVI_Pop_Feb2025.gdb
POINT (1556965.346 7708678.084),1556965.346,7708678.084,3698,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1836317.544 7416459.787),1836317.544,7416459.787,3699,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1531421.834 7239395.818),1531421.834,7239395.818,3700,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1515425.873 7660633.887),1515425.873,7660633.887,3701,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1753093.396 7360338.137),1753093.396,7360338.137,3702,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (955904.3379 7541020.116),955904.3379,7541020.116,3703,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1394405.09 7995401.925),1394405.09,7995401.925,3704,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1470863.414 7870146.383),1470863.414,7870146.383,3705,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1216393.816 7548373.529),1216393.816,7548373.529,3706,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (2053009.857 7703771.221),2053009.857,7703771.221,3707,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1219088.114 7700507.732),1219088.114,7700507.732,3708,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (2052972.605 7421497.38),2052972.605,7421497.38,3709,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1433695.842 7453740.596),1433695.842,7453740.596,3710,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1935969.89 7597005.022),1935969.89,7597005.022,3711,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1640664.829 7456652.56),1640664.829,7456652.56,3712,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1057639.507 7357489.596),1057639.507,7357489.596,3713,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1383217.282 7986254.541),1383217.282,7986254.541,3714,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1591453.872 7657526.045),1591453.872,7657526.045,3715,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1857431.753 7638060.533),1857431.753,7638060.533,3716,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1315504.705 7742387.398),1315504.705,7742387.398,3717,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1542115.66 7240817.787),1542115.66,7240817.787,3718,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1477872.322 7578517.067),1477872.322,7578517.067,3719,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1816352.275 7664922.29),1816352.275,7664922.29,3720,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (2057634.067 7580098.967),2057634.067,7580098.967,3721,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1278461.933 7838441.731),1278461.933,7838441.731,3722,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1330516.643 7457547.783),1330516.643,7457547.783,3723,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1431509.887 7864218.636),1431509.887,7864218.636,3724,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1131697.171 7479979.84),1131697.171,7479979.84,3725,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1002583.436 7518559.302),1002583.436,7518559.302,3726,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1934582.63 7206740.299),1934582.63,7206740.299,3727,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1429486.476 7422143.328),1429486.476,7422143.328,3728,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1743417.637 7627218.909),1743417.637,7627218.909,3729,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (2050526.019 7633747.107),2050526.019,7633747.107,3730,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1271816.028 7602726.867),1271816.028,7602726.867,3731,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1351207.873 7946813.944),1351207.873,7946813.944,3732,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1447078.629 7517001.851),1447078.629,7517001.851,3733,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (2004510.15 7455517.668),2004510.15,7455517.668,3734,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1986616.899 7436628.192),1986616.899,7436628.192,3735,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1959035.683 7503995.368),1959035.683,7503995.368,3736,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1265814.317 7831779.128),1265814.317,7831779.128,3737,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1613618.97 7237640.432),1613618.97,7237640.432,3738,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1657555.095 7035657.361),1657555.095,7035657.361,3739,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1623660.883 7172998.821),1623660.883,7172998.821,3740,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1887479.062 7462744.321),1887479.062,7462744.321,3741,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1632440.008 7451750.102),1632440.008,7451750.102,3742,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1612874.913 7610480.555),1612874.913,7610480.555,3743,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1911104.786 7692308.793),1911104.786,7692308.793,3744,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1808026.193 7503178.51),1808026.193,7503178.51,3745,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1821622.095 7412426.734),1821622.095,7412426.734,3746,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1421068.95 7773010.944),1421068.95,7773010.944,3747,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1292951.485 7883736.093),1292951.485,7883736.093,3748,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1309217.511 7903824.118),1309217.511,7903824.118,3749,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1168485.096 7324374.678),1168485.096,7324374.678,3750,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1786994.145 7444642.455),1786994.145,7444642.455,3751,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1585825.922 7217374.806),1585825.922,7217374.806,3752,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1917333.204 7581388.865),1917333.204,7581388.865,3753,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (2008523.483 7313969.223),2008523.483,7313969.223,3754,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1247810.729 7338233.31),1247810.729,7338233.31,3755,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1307381.57 7894128.642),1307381.57,7894128.642,3756,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1435829.587 7252398.129),1435829.587,7252398.129,3757,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1418745.775 7406176.455),1418745.775,7406176.455,3758,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1942952.322 7289496.13),1942952.322,7289496.13,3759,/home/grace/FloodFiles/FPR05Bldgs_SVI_Pop_Feb2025.gdb
POINT (1266948.305 7618372.959),1266948.305,7618372.959,3760,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1353069.082 7760957.824),1353069.082,7760957.824,3761,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1370648.358 7781703.253),1370648.358,7781703.253,3762,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1299354.163 7537173.139),1299354.163,7537173.139,3763,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1357027.693 7555704.516),1357027.693,7555704.516,3764,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1232162.846 7486906.24),1232162.846,7486906.24,3765,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1555989.229 7203448.843),1555989.229,7203448.843,3766,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1881082.71 7400329.213),1881082.71,7400329.213,3767,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1627708.609 7755750.019),1627708.609,7755750.019,3768,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1446739.724 8035238.252),1446739.724,8035238.252,3769,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1486529.608 7447596.813),1486529.608,7447596.813,3770,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1405930.637 7375530.566),1405930.637,7375530.566,3771,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1714451.738 6975616.445),1714451.738,6975616.445,3772,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1200415.816 7271151.754),1200415.816,7271151.754,3773,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1432563.209 7611869.66),1432563.209,7611869.66,3774,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1791734.317 7567583.01),1791734.317,7567583.01,3775,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1768695.12 7698153.941),1768695.12,7698153.941,3776,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1423279.455 7502092.678),1423279.455,7502092.678,3777,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1607335.401 6956295.865),1607335.401,6956295.865,3778,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1551725.955 7575730.394),1551725.955,7575730.394,3779,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1452904.579 7589230.934),1452904.579,7589230.934,3780,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1596563.607 7112365.613),1596563.607,7112365.613,3781,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (942141.9293 7509703.955),942141.9293,7509703.955,3782,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (2025579.748 7403643.635),2025579.748,7403643.635,3783,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1466998.908 7224642.934),1466998.908,7224642.934,3784,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1279348.986 7871884.053),1279348.986,7871884.053,3785,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1658443.215 7588587.626),1658443.215,7588587.626,3786,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1429615.605 7858764.799),1429615.605,7858764.799,3787,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1796323.676 7267072.345),1796323.676,7267072.345,3788,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1573676.579 7722891.407),1573676.579,7722891.407,3789,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1691459.074 7548589.776),1691459.074,7548589.776,3790,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1706703.024 7200674.741),1706703.024,7200674.741,3791,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1288667.523 7542722.266),1288667.523,7542722.266,3792,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (900935.2268 7555812.255),900935.2268,7555812.255,3793,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1834959.993 7537474.137),1834959.993,7537474.137,3794,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1390011.508 7622226.246),1390011.508,7622226.246,3795,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1388267.019 7432555.622),1388267.019,7432555.622,3796,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1845602.163 7689939.693),1845602.163,7689939.693,3797,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1922617.792 7318232.145),1922617.792,7318232.145,3798,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1964343.177 7741974.641),1964343.177,7741974.641,3799,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1539944.24 7562022.075),1539944.24,7562022.075,3800,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1440775.823 7942652.567),1440775.823,7942652.567,3801,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1624754.737 7555173.359),1624754.737,7555173.359,3802,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1912978.032 7632392.802),1912978.032,7632392.802,3803,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1491239.935 7709577.422),1491239.935,7709577.422,3804,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1378120.495 7658848.369),1378120.495,7658848.369,3805,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1784940.728 7487587.974),1784940.728,7487587.974,3806,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (886668.1289 7559532.303),886668.1289,7559532.303,3807,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1475032.262 7427351.2),1475032.262,7427351.2,3808,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1558794.361 7258809.175),1558794.361,7258809.175,3809,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1269010.478 7702846.869),1269010.478,7702846.869,3810,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1298485.113 7916307.389),1298485.113,7916307.389,3811,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1684928.461 6889476.699),1684928.461,6889476.699,3812,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1147708.436 7519991.002),1147708.436,7519991.002,3813,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1259075.515 7831093.202),1259075.515,7831093.202,3814,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1998201.073 7480891.895),1998201.073,7480891.895,3815,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1988421.365 7255937.528),1988421.365,7255937.528,3816,/home/grace/FloodFiles/FPR06Bldgs_SVI_Pop_Feb2025.gdb
POINT (1751928.964 7464157.169),1751928.964,7464157.169,3817,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1649152.718 7309331.636),1649152.718,7309331.636,3818,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (2018704.802 7380967.496),2018704.802,7380967.496,3819,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1593144.371 7646429.011),1593144.371,7646429.011,3820,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (2090719.963 7452777.506),2090719.963,7452777.506,3821,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1483945.244 7398108.905),1483945.244,7398108.905,3822,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1421652.97 8028050.92),1421652.97,8028050.92,3823,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1609019.028 7353115.475),1609019.028,7353115.475,3824,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1855368.863 7639788.572),1855368.863,7639788.572,3825,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1492921.876 7999912.693),1492921.876,7999912.693,3826,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1727791.338 7419568.206),1727791.338,7419568.206,3827,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1321044.138 7450051.111),1321044.138,7450051.111,3828,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1424427.513 7416151.349),1424427.513,7416151.349,3829,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1088420.98 7333881.207),1088420.98,7333881.207,3830,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1607674.629 7428430.168),1607674.629,7428430.168,3831,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1293409.607 7967810.95),1293409.607,7967810.95,3832,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
